0,1,500000
1,1,145990
2,1,680
3,1,1820
4,1,300
5,1,71760
6,1,26600
7,1,90380
8,1,9220
9,1,50320
10,1,0
11,1,49910
12,1,5880
13,1,287200
14,1,300
15,1,7200
16,1,33000
17,1,150
18,1,360
19,1,25300
20,1,2360
21,1,305900
22,1,6680
23,1,20
24,1,660
25,1,870
26,1,88160
27,1,630
28,1,610
29,1,720
30,1,8400
31,1,30
32,1,1960
33,1,9020
34,1,53200
35,1,3880
36,1,400
37,1,60
38,1,500000
39,1,500000
40,1,510
41,1,2330
42,1,2140
43,1,0
44,1,240
45,1,86360
46,1,1400
47,1,3370
48,1,35240
49,1,0
50,1,191130
51,1,4790
52,1,1070
53,1,0
54,1,53820
55,1,60650
56,1,7500
57,1,72770
58,1,920
59,1,54540
60,1,13940
61,1,40
62,1,22540
63,1,500000
64,1,390
65,1,410
66,1,5080
67,1,290
68,1,2600
69,1,3240
70,1,45850
71,1,42780
72,1,400
73,1,40
74,1,10790
75,1,2490
76,1,223950
77,1,500000
78,1,500000
79,1,0
80,1,500000
81,1,86940
82,1,24120
83,1,10330
84,1,45720
85,1,3620
86,1,0
87,1,6680
88,1,340
89,1,20
90,1,81030
91,1,80
92,1,0
93,1,760
94,1,20110
95,1,379310
96,1,3280
97,1,29800
98,1,0
99,1,47630
100,1,2400
101,1,1210
102,1,60
103,1,120
104,1,77970
105,1,11600
106,1,0
107,1,171200
108,1,21160
109,1,84850
110,1,0
111,1,0
112,1,500000
113,1,2690
114,1,500000
115,1,5080
116,1,6110
117,1,7000
118,1,1470
119,1,19830
120,1,110
121,1,20
122,1,360
123,1,720
124,1,30
125,1,178420
126,1,50
127,1,0
128,1,1160
129,1,0
130,1,120
131,1,70
132,1,162620
133,1,5110
134,1,870
135,1,9120
136,1,50
137,1,1620
138,1,0
139,1,1560
140,1,5170
141,1,3080
142,1,9510
143,1,7990
144,1,6080
145,1,500000
146,1,48720
147,1,50530
148,1,370
149,1,4640
150,1,790
151,1,9030
152,1,9060
153,1,327020
154,1,38460
155,1,2670
156,1,0
157,1,240
158,1,140
159,1,50
160,1,4620
161,1,27760
162,1,2410
