0,freegame,0.0,5000
1,freegame,0.0,1459.9
2,freegame,0.0,6.8
3,freegame,0.2,18.0
4,freegame,0.0,3.0
5,freegame,0.0,717.6
6,freegame,0.0,266.0
7,freegame,0.0,903.8
8,freegame,0.0,92.2
9,freegame,0.0,503.2
10,0,0.0,0.0
11,freegame,0.0,499.1
12,freegame,0.0,58.8
13,freegame,0.0,2872.0
14,freegame,0.0,3.0
15,freegame,0.0,72.0
16,freegame,0.0,330.0
17,freegame,0.0,1.5
18,freegame,0.0,3.6
19,freegame,0.0,253.0
20,freegame,0.0,23.6
21,freegame,0.0,3059.0
22,freegame,0.0,66.8
23,freegame,0.0,0.2
24,freegame,0.0,6.6
25,freegame,0.2,8.5
26,freegame,0.0,881.6
27,freegame,0.0,6.3
28,freegame,0.0,6.1
29,freegame,0.0,7.2
30,freegame,0.0,84.0
31,freegame,0.0,0.3
32,freegame,0.5,19.1
33,freegame,0.0,90.2
34,freegame,0.0,532.0
35,freegame,0.0,38.8
36,freegame,0.0,4.0
37,freegame,0.0,0.6
38,freegame,0.0,5000
39,freegame,0.0,5000
40,freegame,0.0,5.1
41,freegame,0.0,23.3
42,freegame,0.0,21.4
43,0,0.0,0.0
44,freegame,0.3,2.1
45,freegame,0.0,863.6
46,freegame,0.0,14.0
47,freegame,0.0,33.7
48,freegame,0.2,352.2
49,0,0.0,0.0
50,freegame,0.0,1911.3
51,freegame,0.0,47.9
52,freegame,0.0,10.7
53,0,0.0,0.0
54,freegame,0.0,538.2
55,freegame,0.0,606.5
56,freegame,0.0,75.0
57,freegame,0.0,727.7
58,freegame,0.0,9.2
59,freegame,3.0,542.4
60,freegame,0.0,139.4
61,freegame,0.2,0.2
62,freegame,0.0,225.4
63,freegame,0.0,5000
64,freegame,0.0,3.9
65,freegame,0.0,4.1
66,freegame,0.0,50.8
67,freegame,0.0,2.9
68,freegame,0.0,26.0
69,freegame,0.0,32.4
70,freegame,0.0,458.5
71,freegame,0.0,427.8
72,freegame,0.0,4.0
73,freegame,0.0,0.4
74,freegame,0.0,107.9
75,freegame,0.0,24.9
76,freegame,0.0,2239.5
77,freegame,0.0,5000
78,freegame,0.0,5000
79,0,0.0,0.0
80,freegame,0.0,5000
81,freegame,0.0,869.4
82,freegame,0.0,241.2
83,freegame,0.0,103.3
84,freegame,0.0,457.2
85,freegame,0.5,35.7
86,0,0.0,0.0
