0,1,0
1,1,20
2,1,140
3,1,20
4,1,300
5,1,20
6,1,60
7,1,200
8,1,0
9,1,100
10,1,30
11,1,20
12,1,0
13,1,100
14,1,0
15,1,100
16,1,0
17,1,0
18,1,300
19,1,20
20,1,200
21,1,0
22,1,30
23,1,0
24,1,30
25,1,1120
26,1,20
27,1,30
28,1,0
29,1,0
30,1,200
31,1,0
32,1,200
33,1,30
34,1,50
35,1,30
36,1,0
37,1,300
38,1,4000
39,1,0
40,1,0
41,1,0
42,1,30
43,1,0
44,1,20
45,1,140
46,1,50
47,1,100
48,1,300
49,1,10
50,1,200
51,1,0
52,1,0
53,1,30
54,1,2610
55,1,0
56,1,300
57,1,0
58,1,1100
59,1,30
60,1,200
61,1,0
62,1,0
63,1,10
64,1,0
65,1,30
66,1,0
67,1,20
68,1,10
69,1,20
70,1,0
71,1,2100
72,1,100
73,1,0
74,1,20
75,1,0
76,1,40
77,1,2000
78,1,0
79,1,0
80,1,0
81,1,1150
82,1,30
83,1,2150
84,1,0
85,1,10940
86,1,19710
87,1,30
88,1,50
89,1,100
90,1,0
91,1,1080
92,1,130
93,1,0
94,1,0
95,1,10
96,1,10
97,1,0
98,1,30
99,1,100
100,1,60
101,1,100
102,1,1000
103,1,300
104,1,30
105,1,800
106,1,90
107,1,600
108,1,30
109,1,40
110,1,60
111,1,0
112,1,30
113,1,0
114,1,0
115,1,220
116,1,0
117,1,0
118,1,0
119,1,30
120,1,0
121,1,0
122,1,0
123,1,0
124,1,20
125,1,20
126,1,300
127,1,0
128,1,300
129,1,1810
130,1,200
131,1,320
132,1,30
133,1,45460
134,1,0
135,1,0
136,1,0
137,1,130
138,1,0
139,1,1150
140,1,190
141,1,300
142,1,0
143,1,120
144,1,14110
145,1,40
146,1,560
147,1,10
148,1,10
149,1,200
150,1,50
151,1,7390
152,1,0
153,1,0
154,1,50
155,1,100
156,1,100
157,1,0
158,1,1000
159,1,0
160,1,100
161,1,0
162,1,45110
163,1,600
164,1,140
165,1,30
166,1,20
167,1,0
168,1,0
169,1,0
170,1,60
171,1,100
172,1,0
173,1,30
174,1,20
175,1,30
176,1,0
177,1,0
178,1,0
179,1,30
180,1,300
181,1,0
182,1,0
183,1,120
184,1,0
185,1,0
186,1,100
187,1,0
188,1,0
189,1,0
190,1,0
191,1,0
192,1,0
193,1,0
194,1,140
195,1,100
196,1,0
197,1,0
198,1,0
199,1,0
200,1,0
201,1,0
202,1,0
203,1,0
204,1,0
205,1,30
206,1,0
207,1,7410
208,1,300
209,1,50
210,1,100
211,1,0
212,1,0
213,1,100
214,1,20
215,1,0
216,1,20
217,1,20
218,1,20
219,1,1880
220,1,300
221,1,30
222,1,0
223,1,100
224,1,20020
225,1,9600
226,1,100
227,1,1330
228,1,0
229,1,60
230,1,0
231,1,100
232,1,0
233,1,0
234,1,0
235,1,1000
236,1,100
237,1,0
238,1,0
239,1,27030
240,1,0
241,1,0
242,1,100
243,1,0
244,1,1050
245,1,0
246,1,0
247,1,30
248,1,30
249,1,0
250,1,25570
251,1,0
252,1,10
253,1,0
254,1,20
255,1,20
256,1,30
257,1,1240
258,1,0
259,1,20
260,1,30
261,1,2210
262,1,0
263,1,30
264,1,600
265,1,100
266,1,0
267,1,0
268,1,20
269,1,0
270,1,200
271,1,10
272,1,110
273,1,10
274,1,0
275,1,0
276,1,0
277,1,10
278,1,0
279,1,30
280,1,0
281,1,810
282,1,690
283,1,70
284,1,250
285,1,10
286,1,0
287,1,29190
288,1,10
289,1,30
290,1,100
291,1,0
292,1,60
293,1,0
294,1,0
295,1,120
296,1,4080
297,1,20
298,1,600
299,1,30
300,1,210
301,1,0
302,1,0
303,1,60
304,1,0
305,1,0
306,1,1270
307,1,90
308,1,11300
309,1,0
310,1,0
311,1,20
312,1,100
313,1,0
314,1,300
315,1,0
316,1,40
317,1,50
318,1,0
319,1,30
320,1,0
321,1,60
322,1,200
323,1,0
324,1,200
325,1,130
326,1,60
327,1,30
328,1,0
329,1,0
330,1,0
331,1,30
332,1,0
333,1,0
334,1,0
335,1,20
336,1,70
337,1,100
338,1,100
339,1,70
340,1,0
341,1,50
342,1,2000
343,1,600
344,1,3320
345,1,30
346,1,4000
347,1,0
348,1,300
349,1,20
350,1,0
351,1,10
352,1,0
353,1,100
354,1,20
355,1,3270
356,1,0
357,1,0
358,1,0
359,1,180
360,1,0
361,1,0
362,1,0
363,1,10
364,1,300
365,1,0
366,1,30
367,1,0
368,1,0
369,1,70
370,1,10
371,1,120
372,1,0
373,1,80
374,1,2110
375,1,0
376,1,0
377,1,8850
378,1,10
379,1,0
380,1,0
381,1,0
382,1,300
383,1,0
384,1,50
385,1,20
386,1,2670
387,1,10
388,1,60
389,1,200
390,1,0
391,1,120
392,1,6750
393,1,10
394,1,10
395,1,30
396,1,3060
397,1,0
398,1,0
399,1,80
400,1,0
401,1,40
402,1,20
403,1,20
404,1,390
405,1,0
406,1,40
407,1,0
408,1,0
409,1,10
410,1,20
411,1,40
412,1,300
413,1,20
414,1,0
415,1,100
416,1,0
417,1,20
418,1,300
419,1,500
420,1,30
421,1,0
422,1,0
423,1,0
424,1,0
425,1,0
426,1,20
427,1,10
428,1,20
429,1,30
430,1,30
431,1,20
432,1,100
433,1,0
